10364224	P26045
10364224	Q86UG4
10364224	P55072
10364224	P28161
10364224	P29622
10364224	P36952
10364224	P35237
10364224	Q9NQ94
10364224	P50452
10364224	P50453
17192257	O96013
17192257	P09619
17192257	Q15418
17192257	P51812
17192257	Q05397
17192257	P43405
17192257	Q15349
17192257	P00533
17192257	P24941
17192257	Q9UKE5
9182531	P00918
9182531	Q9Y3A5
9182531	Q9NQV6
9182531	P23634
9182531	P41236
9182531	P29597
9182531	P16591
9182531	Q14289
9182531	P07478
9182531	P32418
8621380	P07949
8621380	P29597
8621380	P28161
8621380	P01133
8621380	P01127
8621380	O60760
8621380	P16591
8621380	Q96L96
8621380	Q96QP1
8621380	Q6P1J9
12719431	P45983
12719431	O14733
12719431	P28482
12719431	Q02750
12719431	P45985
12719431	P45984
12719431	O14815
12719431	P07478
12719431	Q96QP1
12719431	Q9ULG6
8262984	P07478
8262984	P35030
8262984	Q8IYP2
8262984	P07477
8262984	Q04912
8262984	P29597
8262984	P42685
8262984	Q5W5X9
8262984	Q5BN46
8262984	Q9UEE9
15840586	P19634
15840586	Q15349
15840586	P51812
15840586	P28482
15840586	Q15418
15840586	Q8TD08
15840586	Q8IVB4
15840586	Q9UKX2
15840586	P11055
15840586	Q9Y623
16286457	P29597
16286457	P28161
16286457	P17643
16286457	P50452
16286457	P15884
16286457	P20823
16286457	P35680
16286457	P15923
16286457	P29622
16286457	P36402
12624098	P01133
12624098	P25098
12624098	P27361
12624098	P46091
12624098	P46092
12624098	P46089
12624098	P46093
12624098	P46094
12624098	P46095
12624098	P48145
14514795	Q92736
14514795	P21817
14514795	P00918
14514795	P62158
14514795	P62158
14514795	P62158
14514795	Q15287
14514795	Q5BN46
14514795	<NOUNIPROT>
14514795	O96001
15504720	Q13153
15504720	P28161
15504720	Q14315
15504720	P29474
15504720	P01133
15504720	Q9Y4I1
15504720	O60760
15504720	Q659A1
15504720	Q8IZY5
15504720	<NOUNIPROT>
12417592	P07478
12417592	Q8NFM4
12417592	P21728
12417592	P62158
12417592	P62158
12417592	P62158
12417592	Q5BN46
12417592	Q92747
12417592	P63267
12417592	Q96SB3
17456469	Q86UG4
17456469	P12931
17456469	P29320
17456469	P15090
17456469	P14679
17456469	P25090
17456469	P45983
17456469	P14373
17456469	Q8TDU6
17456469	Q8TDS5
15465816	P40763
15465816	P22301
15465816	P04406
15465816	O00206
15465816	P52333
15465816	P15884
15465816	P20823
15465816	P35680
15465816	P15923
15465816	P36402
15623513	Q9UKV0
15623513	Q8WUI4
15623513	Q15139
15623513	Q9UQL6
15623513	P56524
15623513	O15379
15623513	P02686
15623513	Q9BY41
15623513	Q92769
15623513	P28161
15849359	P35568
15849359	P51617
15849359	P01375
15849359	P45983
15849359	P05231
15849359	P29597
15849359	P28161
15849359	Q9NYT0
15849359	Q13188
15849359	Q13043
15107421	Q05397
15107421	P27361
15107421	P28482
15107421	P41240
15107421	P29597
15107421	Q6PKX4
15107421	O60496
15107421	Q9P104
15107421	Q14289
15107421	Q8N6H7
14966110	P35354
14966110	Q92793
14966110	Q15306
14966110	P17676
14966110	Q16539
14966110	Q00059
14966110	P15884
14966110	P20823
14966110	P35680
14966110	P15923
12270943	P17302
12270943	Q07157
12270943	P28161
12270943	P07478
12270943	Q9ULG6
12270943	O60760
12270943	Q8N165
12270943	Q5BN46
12270943	Q99569
12270943	Q96L96
12637538	Q15139
12637538	P41236
12637538	P29597
12637538	Q9NYT0
12637538	P05019
12637538	P29622
12637538	P36952
12637538	P35237
12637538	P50452
12637538	P50453
14970211	Q99767
14970211	P45983
14970211	Q9UQF2
14970211	Q13387
14970211	Q00535
14970211	O75553
14970211	O96018
14970211	P51693
14970211	Q07866
14970211	P28161
15465828	Q96L96
15465828	P01375
15465828	P41236
15465828	P28161
15465828	P17643
15465828	P15884
15465828	P20823
15465828	P35680
15465828	P15923
15465828	O95477
15623525	P12931
15623525	P15311
15623525	P01133
15623525	P05362
15623525	P29597
15623525	P28161
15623525	P09327
15623525	O14815
15623525	P14210
15623525	P29622
14970215	P01133
14970215	P29597
14970215	P51957
14970215	Q13188
14970215	Q13043
14970215	O14965
14970215	O76039
14970215	P07478
14970215	P63244
14970215	P01127
11375976	P54274
11375976	P28161
11375976	Q9Y4R8
11375976	Q8IVL6
11375976	O60760
11375976	Q5BN46
11375976	Q96L96
11375976	O60934
11375976	P02768
11375976	Q96QP1
14996842	P40763
14996842	P14136
14996842	O60674
14996842	P40189
14996842	P05231
14996842	P15018
14996842	P13725
14996842	P27361
14996842	P26441
14996842	P23458
9162092	P45985
9162092	P46734
9162092	Q13155
9162092	Q9NV58
9162092	O95433
9162092	P46108
9162092	Q16539
9162092	Q9Y2S7
9162092	P45983
9162092	Q99759
14970221	P42345
14970221	Q9Y478
14970221	P62942
14970221	O75344
14970221	P26885
14970221	Q15424
14970221	Q05469
14970221	Q8TD08
14970221	Q00688
14970221	Q13085
7961967	P18858
7961967	P07478
7961967	P62158
7961967	P62158
7961967	P47710
7961967	P62158
7961967	Q8N165
7961967	P07355
7961967	<NOUNIPROT>
7961967	Q9UEE9
15218032	O95477
15218032	P02647
15218032	P78363
15218032	P45844
15218032	P68400
15218032	<NOUNIPROT>
15218032	Q9BZC7
15218032	Q99758
15218032	P29320
15218032	Q9UNQ0
1985907	P07478
1985907	Q15287
1985907	Q8N165
1985907	Q5BN46
1985907	Q9UEE9
1985907	P31415
1985907	O14958
1985907	P02768
1985907	Q9NSE2
1985907	O15197
15469940	P04637
15469940	Q92793
15469940	Q7Z5Q1
15469940	P28161
15469940	Q00059
15469940	Q9NP92
15469940	O14965
15469940	Q9UQB9
15469940	Q15116
15469940	Q16342
14570871	Q32MK0
14570871	Q15746
14570871	Q14012
14570871	P28161
14570871	Q96RR4
14570871	Q8N5S9
14570871	P62158
14570871	P62158
14570871	P62158
14570871	O60760
10913145	P01375
10913145	P16949
10913145	P05231
10913145	Q16539
10913145	Q9UEE9
10913145	P99999
10913145	Q8WYJ6
10913145	P08138
10913145	P04179
10913145	Q8N6Q3
11042170	P26599
11042170	Q9UKA9
11042170	P12931
11042170	Q86UG4
11042170	Q14289
11042170	P35568
11042170	Q9Y3A5
11042170	P28482
11042170	P29597
11042170	P28161
9774459	P49137
9774459	P27361
9774459	O14965
9774459	Q9UQB9
9774459	P07478
9774459	P45985
9774459	Q16539
9774459	O95757
9774459	<NOUNIPROT>
9774459	P02686
11986303	P06493
11986303	P30048
11986303	Q13162
11986303	P30044
11986303	P24941
11986303	P30041
11986303	Q00534
11986303	P49336
11986303	P50750
11986303	P18031
12637568	Q6ZWJ1
12637568	P07478
12637568	P20936
12637568	Q5BN46
12637568	P06213
12637568	Q8WYJ6
12637568	Q9NP79
12637568	Q9Y3P9
12637568	O00178
12637568	P45452
10446210	P43250
10446210	P48764
10446210	P25098
10446210	P19634
10446210	P46091
10446210	P46092
10446210	Q8IVB4
10446210	P46093
10446210	P07478
10446210	P46095
10446213	Q13976
10446213	Q9NYT0
10446213	Q6MZZ7
10446213	P56645
10446213	O15055
10446213	P62158
10446213	P62158
10446213	P62158
10446213	Q8N165
10446213	Q16659
15713670	P49327
15713670	P28161
15713670	P08670
15713670	P07478
15713670	Q7Z333
15713670	P29622
15713670	P35237
15713670	P50452
15713670	P50453
15713670	P02751
16731527	P16284
16731527	P08700
16731527	P40763
16731527	Q8N126
16731527	Q8NFZ8
16731527	P00740
16731527	Q05397
16731527	P52630
16731527	Q8N3J6
16731527	Q13882
7961992	P62993
7961992	P04141
7961992	P09603
7961992	P14210
7961992	P12270
7961992	Q14155
7961992	P29597
7961992	P08581
7961992	P07478
7961992	Q7Z4S9
7775468	Q9HCN6
7775468	P07478
7775468	<NOUNIPROT>
7775468	Q9NQX7
7775468	P02768
7775468	P05023
7775468	P13637
7775468	Q13733
7775468	P46977
7775468	P55259
1377674	P13569
1377674	P07478
1377674	P22001
1377674	P22459
1377674	P51788
1377674	P51790
1377674	P56645
1377674	O15055
1377674	P51797
1377674	P51798
12952971	P29474
12952971	P29475
12952971	P15692
12952971	O15055
12952971	P62158
12952971	P62158
12952971	P62158
12952971	P01042
12952971	P00441
12952971	P07949
12748172	Q86WB0
12748172	Q9UM73
12748172	P06748
12748172	P08700
