10364224	P26045
10364224	P26045
17192257	O96013
17192257	Q9NV58
9182531	P41236
9182531	P41236
8621380	P07949
8621380	P07949
12719431	P45983
12719431	P45983
8262984	P07478
15840586	P19634
15840586	P19634
16286457	P29597
16286457	P29597
12624098	P01133
12624098	P01133
14514795	Q92736
14514795	Q92736
15504720	Q13153
15504720	Q13153
12417592	P07478
12417592	P28161
17456469	Q86UG4
17456469	P29597
15465816	P40763
15465816	P40763
15623513	Q9UKV0
15623513	Q15139
15849359	P35568
15849359	P35568
15107421	Q05397
15107421	Q05397
14966110	P35354
14966110	P16278
12270943	P17302
12270943	P17302
12637538	Q15139
12637538	Q15139
14970211	Q99767
14970211	Q99767
15465828	Q96L96
15465828	Q96L96
15623525	P12931
15623525	P12931
14970215	P01133
14970215	P01133
11375976	P54274
11375976	P54274
14996842	P40763
14996842	P40763
9162092	P45985
9162092	P45985
14970221	P42345
14970221	P42345
7961967	P18858
15218032	O95477
1985907	P07478
15469940	P04637
15469940	P04637
14570871	Q32MK0
14570871	Q32MK0
10913145	P01375
10913145	P01375
11042170	P26599
11042170	P26599
9774459	P49137
9774459	P49137
11986303	P06493
11986303	P06493
12637568	Q6ZWJ1
12637568	Q6ZWJ1
10446210	P43250
10446210	P43250
10446213	Q13976
10446213	Q13976
15713670	P49327
15713670	P49327
16731527	P16284
16731527	P16284
7961992	P62993
7775468	Q9HCN6
1377674	P13569
12952971	P29474
12952971	P29474
12748172	Q86WB0
12748172	Q86WB0
11042191	P25098
11042191	P25098
11507089	Q8WV28
11507089	Q8WV28
2498326	P54840
15105428	Q14289
15105428	Q14289
15471854	P01133
15471854	P01133
12799383	Q05397
12799383	Q05397
7642520	P29597
2557337	Q9UD71
9565595	P14136
9565595	P14136
2136851	P01308
12748192	P01106
12748192	Q9Y3A5
11435426	P15692
11435426	P15692
17640867	O60711
17640867	O60711
12107172	P12004
12107172	P30305
3013873	P29590
7642538	Q15418
12058027	Q9BZL6
12058027	Q9BZL6
12058028	O95433
12058028	Q13155
11278446	Q13315
11278446	Q13315
9516463	P02686
9516463	P26038
15161928	P30411
15161928	P30411
17553808	O00429
